Flowable,Alternate Unit ,Reference Unit,Conversion Factor,External Reference,UUID
"river water to turbine, regionalized, CA",m3,kg,1000.0,added,b84f9544-4ba2-481a-a1a5-b7f7a1b9417a
"collected rainwater to lake, regionalized, PH",m3,kg,1000.0,added,b874232c-9caf-43cc-8e17-a7db70c54183
"processed water to lake, regionalized, DK",m3,kg,1000.0,added,b88703f3-a48f-4805-9fd0-be8eb9c43a1e
"cooling water to lake, regionalized, GB",m3,kg,1000.0,added,b88d1ab3-9298-4a95-9351-b47a8deea71f
"collected rainwater to river, regionalized, AT",m3,kg,1000.0,added,b8ee7dda-9518-4b6a-b302-3db7be1e66bc
"cooling water to river, regionalized, KR",m3,kg,1000.0,added,b93b5237-35b8-419c-a0e3-afde17279aab
"fresh water, regionalized, CO",m3,kg,1000.0,added,b9582516-a20f-4264-9d51-28bf228dc5e8
"river water to turbine, regionalized, KZ",m3,kg,1000.0,added,b96fcc77-1fcb-4f74-ad69-2c3546185c8d
"ground water, regionalized, PK",m3,kg,1000.0,added,b97b2a4f-3eca-47cf-aee3-6b7969e7bf47
"processed water to groundwater, regionalized, US",m3,kg,1000.0,added,b97d6c11-dcc6-4d35-8efc-226fb365632e
"turbined water to river, regionalized, ES",m3,kg,1000.0,added,baa373e5-ef05-42bb-9272-f0c2cf98ddfd
"processed water to groundwater, regionalized, BG",m3,kg,1000.0,added,bacebf2f-60b4-48d3-bb5b-8627b1553650
"processed water to river, regionalized, SK",m3,kg,1000.0,added,baef8fca-f8f0-4613-a4c6-235a645d5473
"river water, regionalized, JP",m3,kg,1000.0,added,bbe60eea-cc31-4bd0-b47a-b451230d06c7
"turbined water to lake, regionalized, JP",m3,kg,1000.0,added,bc4f72f2-faee-4d12-aca1-50baf9fd0c7b
"collected rainwater to river, regionalized, DK",m3,kg,1000.0,added,bc867339-1f20-4c81-bc18-857161be61d7
"river water, regionalized, CZ",m3,kg,1000.0,added,bd508cdd-e1d9-4b3a-b054-c3c1abd1fd95
"lake water to turbine, regionalized, NZ",m3,kg,1000.0,added,bd5fb8d8-ce2e-460d-8a7d-4383d3d58403
"processed water to river, regionalized, AT",m3,kg,1000.0,added,bd62e289-5679-4ce4-9670-9b2c6de1a7a4
"collected rainwater to river, regionalized, BA",m3,kg,1000.0,added,bd9e9bc7-7286-4dcb-89ca-af1434395327
"turbined water to lake, regionalized, PT",m3,kg,1000.0,added,bdbd5abf-acd0-4d1e-be45-ad79d18c8bd4
"fresh water, regionalized, LV",m3,kg,1000.0,added,be07d69c-bc11-439a-bb98-d7cbbd11060e
"processed water to groundwater, regionalized, FI",m3,kg,1000.0,added,be448590-0ca3-4cfe-94d3-212fd917f4e4
"processed water to groundwater, regionalized, CO",m3,kg,1000.0,added,bee856b5-6ec7-4e8c-affd-8751c1c7bc90
"lake water to turbine, regionalized, PT",m3,kg,1000.0,added,bef7a3c8-1867-4446-8c29-4aa80ce57bb9
"cooling water to river, regionalized, DK",m3,kg,1000.0,added,bef86df1-1ea4-4dff-8d35-c94072626236
"processed water to river, regionalized, AU",m3,kg,1000.0,added,bfae40bc-f917-4efc-a941-a277a1644084
"river water to turbine, regionalized, MX",m3,kg,1000.0,added,c0b4f246-6181-4c66-be0e-7dc9929adb76
"collected rainwater to river, regionalized, AU",m3,kg,1000.0,added,c143f971-de4f-41b0-a90f-1cabfa5f871b
"river water, regionalized, ES",m3,kg,1000.0,added,c1b5f16b-a824-41a2-9d8b-cd066f2d6926
"lake water to turbine, regionalized, CI",m3,kg,1000.0,added,c1f55418-df42-444b-ad28-8cf35eed34e4
"lake water, medium scarcity",m3,kg,1000.0,added,c20afd34-dcb4-4520-8b4f-357776c29e68
"collected rainwater to river, regionalized, CO",m3,kg,1000.0,added,c24a6181-b909-45d9-b8b3-e3cc6b4fad8a
"processed water to lake, regionalized, KZ",m3,kg,1000.0,added,c2b8c027-ec3c-4d65-904d-91b0f97657db
"processed water to river, regionalized, BD",m3,kg,1000.0,added,c303caa2-f0f2-4afb-b6e6-1851e3537ad3
"collected rainwater to river, regionalized, GB",m3,kg,1000.0,added,c35d822a-30b3-43b0-acb0-8d6ff50f9b0e
"processed water to lake, regionalized, CA",m3,kg,1000.0,added,c39ee752-ad0a-4244-8df1-8417fc30e669
"fresh water, regionalized, NO",m3,kg,1000.0,added,c3cd9d1d-47a4-4050-8c2b-c1f0d53c692b
"collected rainwater to river, regionalized, VE",m3,kg,1000.0,added,c3dbc9ac-bb23-44df-83f3-13576a0aa497
"fresh water, regionalized, RO",m3,kg,1000.0,added,c40e3124-d000-4b99-91d7-81982af1061d
"ground water, regionalized, LK",m3,kg,1000.0,added,c48a2982-09b8-4cc3-b647-7db82bb0253e
"fresh water, regionalized, GR",m3,kg,1000.0,added,c494cce1-0c70-4695-815a-cf151ac25c55
"processed water to lake, regionalized, ES",m3,kg,1000.0,added,c4becbf2-106a-401d-acc7-65768c9a2a37
"turbined water to river, regionalized, EE",m3,kg,1000.0,added,c4ccb4cd-0d25-482b-a317-01635a458c9d
lake water,kg,m3,0.0010,added,c506b970-7b92-452f-8d6f-05d4f203d958
"processed water to river, regionalized, BE",m3,kg,1000.0,added,c51b87b1-27a1-45d7-809b-995d28183cd2
"river water,  OECD average scarcity",m3,kg,1000.0,added,c5491df7-f2e4-4abd-8909-e1e3d7b2716c
"lake water, low scarcity",m3,kg,1000.0,added,c56bf55f-69d6-4bd5-b18e-f80e2d8b0939
"lake water, regionalized, PL",m3,kg,1000.0,added,c57169ae-69af-4017-b7e6-7d87e57ff3f8
"cooling water to lake, regionalized, NL",m3,kg,1000.0,added,c5b08309-a0e2-4d3e-b9c0-3b49bf9f2c89
"lake water, regionalized, CI",m3,kg,1000.0,added,c68d927c-982a-47b5-97a0-09e35f3c4bae
Water (desalinated; deionized),m3,kg,1000.0,added,c707e768-2a44-4b33-8218-e8dcdb345132
"processed water to groundwater, regionalized, IE",m3,kg,1000.0,added,c733e05a-0ace-4795-bd40-c49d7d06fe5e
"turbined water to lake, regionalized, NZ",m3,kg,1000.0,added,c753db8a-2201-4185-8739-db649151838a
"fresh water, regionalized, KR",m3,kg,1000.0,added,c75eeecb-d396-4be7-83ba-0d0f220c1649
"turbined water to river, regionalized, BR",m3,kg,1000.0,added,c794b5b0-a351-4e34-9af7-a92504ed6a4d
"turbined water to lake, regionalized, TR",m3,kg,1000.0,added,c7a24a69-125c-4e27-be6c-b6521d50ad33
"processed water to river, regionalized, VN",m3,kg,1000.0,added,c82c7d1b-db8f-407f-9112-ff604fdb7a5d
"river water to turbine, regionalized, ID",m3,kg,1000.0,added,c830618a-0d1b-44ea-a521-7262b5cc1347
"turbined water to lake, regionalized, RU",m3,kg,1000.0,added,c8a13e80-107f-4bbe-932a-1b03d654146f
"processed water to groundwater, regionalized, CN",m3,kg,1000.0,added,c9045c23-fb26-442e-ba9f-4ec43e12ff99
"processed water to lake, regionalized, CH",m3,kg,1000.0,added,c91cba2c-af4a-4332-b5fe-74713d796ffa
"collected rainwater to river, regionalized, AR",m3,kg,1000.0,added,c96b9366-e389-4858-bc2e-0976375a869f
"processed water to lake, regionalized, VN",m3,kg,1000.0,added,c99712c5-6b27-4764-801b-30aafe4966da
"collected rainwater to river, regionalized, RU",m3,kg,1000.0,added,c9a4fcf6-93cb-4d9f-8bd7-21f5c55d607c
"river water to turbine, regionalized, UZ",m3,kg,1000.0,added,c9de646e-5061-4a46-b3ee-cfb6df74e58b
"river water to turbine, regionalized, SG",m3,kg,1000.0,added,c9f35b13-f96a-413e-bdd0-0f4a9564a2ae
"processed water to river, regionalized, PT",m3,kg,1000.0,added,ca1e28f2-c0d0-4719-b583-a5fc9ce1cce2
"river water, regionalized, GB",m3,kg,1000.0,added,caac53ab-3151-4f6a-aad7-41173211dc63
"river water, regionalized, SK",m3,kg,1000.0,added,cbdd897f-63d6-4c8b-a785-34bc353a9c83
"river water to turbine, regionalized, ZA",m3,kg,1000.0,added,cbeee770-f0ea-49f6-9edc-a1c1b7bb8a1b
"ground water, regionalized, CO",m3,kg,1000.0,added,cc5fefe9-7ee1-4639-8369-7c8fea1683c2
"ground water, regionalized, IE",m3,kg,1000.0,added,cc63cc54-70e0-49e6-87a2-854490820021
"turbined water to lake, regionalized, RO",m3,kg,1000.0,added,cccd42c7-b4a3-489d-acc2-b052938bb00c
"river water, regionalized, NG",m3,kg,1000.0,added,cd0056e8-96a2-4402-88aa-898da7d632e3
"turbined water to lake, regionalized, NG",m3,kg,1000.0,added,cd07fd8d-e774-446a-af60-13482867ac80
"collected rainwater to river, regionalized, SL",m3,kg,1000.0,added,cd4d69e9-2ab1-4975-b673-0b3e35bafe2f
"river water, regionalized, NZ",m3,kg,1000.0,added,cdb7853b-f7e9-49f9-85bf-c1d6b87f3fbe
"ground water, regionalized, EE",m3,kg,1000.0,added,ce029c36-b9c4-4cc5-982b-1b8d927fa074
"processed water to groundwater, regionalized, MX",m3,kg,1000.0,added,ce0c11f0-3671-4dbc-80bd-deb0b7dab453
"collected rainwater to lake, regionalized, IE",m3,kg,1000.0,added,ce5dc926-ca0e-41d6-88f4-eb02bac1475e
"ground water, regionalized, AT",m3,kg,1000.0,added,ce953a77-dcb2-4831-8c23-b85921ae8c81
"freshwater, OECD average scarcity",m3,kg,1000.0,added,ceaf2f45-5b08-4ba5-b669-c783e1940c82
"processed water to groundwater, regionalized, PL",m3,kg,1000.0,added,cec9ffb2-0bef-45e6-894b-293304755402
"cooling water to lake, regionalized, CZ",m3,kg,1000.0,added,ceceedae-9737-4628-8db2-4524328852a0
"turbined water to river, regionalized, IE",m3,kg,1000.0,added,ced5253d-4987-4f4e-9e81-3a167fe01828
"collected rainwater to lake, regionalized, NL",m3,kg,1000.0,added,ced9d7f9-3d85-4b7d-b9e8-48ab676fdafc
"cooling water to river, regionalized, RU",m3,kg,1000.0,added,cef6c282-1173-4857-ba3e-52bcb381ca4b
"ground water, regionalized, BG",m3,kg,1000.0,added,cf4a4c29-3e21-4ab9-80ac-ababc2330a07
"river water, regionalized, RO",m3,kg,1000.0,added,cfbac7fd-fba9-4daf-b6d9-56afd6df84bf
"river water to turbine, regionalized, PT",m3,kg,1000.0,added,cfe10115-9e26-43a5-8c1c-217f9c93701e
"ground water, regionalized, CL",m3,kg,1000.0,added,cfeacee9-8b9a-4759-be11-d21b8ee9091f
"lake water, regionalized, NG",m3,kg,1000.0,added,d016243e-3413-44f5-bb6f-2355bb2d7ccc
"collected rainwater to lake, regionalized, LV",m3,kg,1000.0,added,d083aad6-d38c-49f2-93b3-66b2c5b3f1e0
"lake water to turbine, regionalized, CL",m3,kg,1000.0,added,d11adcf8-bb62-4937-b2c8-f48b3af9d6a2
"lake water to turbine, regionalized, CZ",m3,kg,1000.0,added,d12b4319-0f55-43f7-9642-dda0ace47a0e
"processed water to river, regionalized, GB",m3,kg,1000.0,added,d1f1ecaa-ed09-41d0-bda2-ef95462348ab
"fresh water, regionalized, EE",m3,kg,1000.0,added,d1f87cc1-5de1-41e3-9e81-58e55d8c7e1d
"fresh water, regionalized, KZ",m3,kg,1000.0,added,d24a20c5-768b-48fd-ad13-e229cbcb797d
"collected rainwater to river, regionalized, CL",m3,kg,1000.0,added,d2b33206-e2f1-4d3c-bd77-7fcc96109ed2
"fresh water, regionalized, SK",m3,kg,1000.0,added,d2b8762b-9c8f-44b5-be57-b1478b21e925
"river water to turbine, regionalized, CI",m3,kg,1000.0,added,d2c914f4-e2f1-4702-ab9d-50149d554ee1
"cooling water to lake, regionalized, FI",m3,kg,1000.0,added,d41b63f5-cdc8-45b0-b61b-301820d42fec
"lake water to turbine, regionalized, CA",m3,kg,1000.0,added,d4e00290-bf2c-455e-8b85-9d3718dd4f95
"cooling water to river, regionalized, DE",m3,kg,1000.0,added,d5313b24-4aef-4cda-b931-ee506d11fdbc
"lake water to turbine, regionalized, NO",m3,kg,1000.0,added,d63576ff-5b5f-4cd4-85b4-a8197d7ff282
"processed water to lake, regionalized, LV",m3,kg,1000.0,added,d6cb71cc-706a-4408-9871-51a87963de5d
"cooling water to river, regionalized, IS",m3,kg,1000.0,added,d71cd467-bb6e-4730-a300-aa90fe68f80f
"collected rainwater to river, regionalized, HU",m3,kg,1000.0,added,d74c5141-92de-454f-9710-979417b3d3a7
"cooling water to river, regionalized, CI",m3,kg,1000.0,added,d74ca3e9-a930-4470-aee0-e78d0d7922fa
"cooling water to river, regionalized, NL",m3,kg,1000.0,added,d7ae75d6-8160-4370-a635-5e72b5cd6947
"processed water to groundwater, regionalized, AR",m3,kg,1000.0,added,d7b06eea-2f9e-4cc2-96b6-18d4555b7bf0
"processed water to lake, regionalized, NO",m3,kg,1000.0,added,d7b71f21-123e-4c23-88f1-22e9d4d178b5
"cooling water to lake, regionalized, BR",m3,kg,1000.0,added,d80e1dc3-47cc-48a4-bb76-3fe67c914da3
"processed water to lake, regionalized, VE",m3,kg,1000.0,added,d81b5a59-e373-4600-b59d-61de40eb592c
Water,kg,m3,0.0010,added,0342f5e5-b53e-4cec-9e67-fb197f24fff0
river water,kg,m3,0.0010,added,1729ef88-6556-11dd-ad8b-0800200c9a66
Water to Cooling,kg,m3,0.0010,added,21868f36-62ab-4e8e-98ed-7106228c17be
Water,kg,m3,0.0010,added,2461cd99-2340-41b0-a110-1709835dea3f
Water to Cooling,kg,m3,0.0010,added,2861065e-b62b-4d9d-869b-12db6d0b4801
Water,kg,m3,0.0010,added,3960d174-95af-41ac-a7f3-a946cd237245
water,kg,m3,0.0010,added,3e4d9e9e-6556-11dd-ad8b-0800200c9a66
water,kg,m3,0.0010,added,419682fe-60fb-4b43-be89-bf2824b51104
Water,kg,m3,0.0010,added,4b3fe20b-eae3-4963-8326-d3d32fbfeeff
Water (evapotranspiration),kg,m3,0.0010,added,4b772bba-b5c1-4098-9c1d-3d9d8c74c7fa
Water,kg,m3,0.0010,added,5cfda72a-b91b-4f7c-a8d4-1f8265d8cd4c
Water,kg,m3,0.0010,added,5e50fc01-19c6-4377-a1cc-bc65a12498ea
Water,kg,m3,0.0010,added,631ecf13-0e51-4e35-8235-c6f80c60d72c
Water from turbine,kg,m3,0.0010,added,73fb4dab-b979-4dcc-8616-2193fc154255
river water,kg,m3,0.0010,added,805a7346-1664-4483-afe3-4b224be5e361
Water,kg,m3,0.0010,added,896d1d1e-2b87-4a83-b209-11a2ea997b49
Water to turbine,kg,m3,0.0010,added,9575e5d0-f865-4ad1-9d98-6b0d6e275780
Water,kg,m3,0.0010,added,a3876d9b-a3e8-4680-861a-4e08642f1392
Water (rain water),kg,m3,0.0010,added,b9a77a95-26bb-465c-a558-b08f2cc7716c
"processed water to groundwater, regionalized, IN",m3,kg,1000.0,added,d87facd2-fbef-42d0-83ca-5bd260a8ca1a
"collected rainwater to lake, regionalized, BE",m3,kg,1000.0,added,d8b009b1-70e5-4360-a1f4-fab5850b26f0
"turbined water to lake, regionalized, BR",m3,kg,1000.0,added,d8c3a42f-abc3-48d5-92df-5960a957b7f1
"collected rainwater to river, regionalized, CZ",m3,kg,1000.0,added,d9044de9-a8f7-46e4-88ab-ed29099ba567
"lake water, regionalized, NZ",m3,kg,1000.0,added,d936e889-9936-41a4-b8dd-21ee368660a1
"fresh water, regionalized, NG",m3,kg,1000.0,added,d949861f-db34-48d2-a40f-89065957fb58
"ground water, moderate scarcity",m3,kg,1000.0,added,d99552c8-deed-4cf5-aa59-13c20290effe
"processed water to groundwater, regionalized, DK",m3,kg,1000.0,added,d9c02003-adc6-4136-8d1c-54123c677aa7
"cooling water to river, regionalized, BR",m3,kg,1000.0,added,da93d875-2ce8-47f2-9447-e53d27a6a694
"turbined water to river, regionalized, RS",m3,kg,1000.0,added,daa29b41-34d6-4a11-8d78-f240b64be468
"fresh water, regionalized, NL",m3,kg,1000.0,added,dad5419b-90a9-4273-a979-dfa644b31e07
"turbined water to lake, regionalized, AT",m3,kg,1000.0,added,db6842a0-6f96-4722-ad0d-bfe99ae9337d
"turbined water to river, regionalized, BE",m3,kg,1000.0,added,dbbf973f-3030-4feb-a7e4-e4dedd521501
"processed water to lake, regionalized, AT",m3,kg,1000.0,added,dc05d847-811c-4f28-aa0c-928c3d9adc60
"turbined water to lake, regionalized, MX",m3,kg,1000.0,added,dc080f0f-024b-4481-bf70-77c6d613dbf4
"processed water to groundwater, regionalized, NZ",m3,kg,1000.0,added,dc41006a-53e4-4fea-a986-4f843c975ada
"ground water, regionalized, NG",m3,kg,1000.0,added,dc41b5e6-ee6a-4245-a248-51f6019bc419
"turbined water to lake, regionalized, LK",m3,kg,1000.0,added,dc75c1b0-ec1f-4b8f-9691-ef557bb23e36
"collected rainwater to river, regionalized, IS",m3,kg,1000.0,added,dcc45bfe-5caf-4dad-9ac6-de9ff6a2c9cc
"processed water to river, regionalized, LU",m3,kg,1000.0,added,dce61e75-69fa-41e7-ab19-212e4da7bd0c
"cooling water to river, regionalized, PH",m3,kg,1000.0,added,dcec0799-de05-4570-8219-9961420620e8
"lake water, regionalized, VE",m3,kg,1000.0,added,ddd9538f-5f85-4966-bef7-5d1d0e8387b6
"river water, regionalized, RS",m3,kg,1000.0,added,df4035f3-c3a6-41d8-b514-faf2e24cb62b
Cooling water,m3,kg,1000.0,added,df413bba-3c03-412b-a80a-c6082b6b9b33
"collected rainwater to lake, regionalized, KZ",m3,kg,1000.0,added,df8477bb-fd84-40db-ae57-f4ad78cb84f3
"fresh water, regionalized, IT",m3,kg,1000.0,added,dfaa3bc8-e05d-4b1c-b990-fa8a419db2b5
"river water, regionalized, CN",m3,kg,1000.0,added,e0170e09-2532-4117-be9a-62c2e095b49b
"ground water, regionalized, ZA",m3,kg,1000.0,added,e04b7afa-532a-418f-b90a-0fb8042aa103
"fresh water, regionalized, CI",m3,kg,1000.0,added,e054b3c6-9cfc-4ac6-a9c8-b9afc42a757c
"fresh water, regionalized, HU",m3,kg,1000.0,added,e080d76f-2cc3-4a46-9b5a-84b0ee9cee61
"cooling water to river, regionalized, VE",m3,kg,1000.0,added,e0e7d698-7da2-4d08-a086-7c5499b81b1b
"processed water to groundwater, regionalized, IT",m3,kg,1000.0,added,e1058a9c-3d22-40ef-a5f9-af51fa26addd
"ground water, OECD average scarcity",m3,kg,1000.0,added,e142f6f0-b33e-4308-b279-93be78511559
"river water to turbine, regionalized, TH",m3,kg,1000.0,added,e1471876-d9b5-4c11-b8ed-52b3ea06aec7
"fresh water, regionalized, VN",m3,kg,1000.0,added,e1b2effe-f8c3-42df-a2e3-80aeb32a9ce7
"processed water to groundwater, regionalized, CH",m3,kg,1000.0,added,e1c46433-0ff6-4206-9e8d-8a28ffa08aa9
"processed water to groundwater, regionalized, JP",m3,kg,1000.0,added,e1ce68c8-b976-43b9-a4af-4fd3227716f1
"cooling water to lake, regionalized, VN",m3,kg,1000.0,added,e1d4029e-ade7-4545-9566-53fd6745ceda
"collected rainwater to river, regionalized, IE",m3,kg,1000.0,added,e295a3e2-54cf-4b54-bb7a-dd7efd7202e9
"ground water, regionalized, RS",m3,kg,1000.0,added,e2b0bf62-d08e-4299-a6cb-28f738657708
"processed water to river, regionalized, PH",m3,kg,1000.0,added,e2e0c2c8-df4d-48a7-befd-a558c368aba0
Water from cooling,kg,m3,0.0010,added,e2f7117d-06a4-49d8-9f5c-ae1a1f18ffb2
"lake water to turbine, regionalized, KR",m3,kg,1000.0,added,e32efb70-435c-4e29-a3c9-6a19ae7cb8ac
"lake water, regionalized, RU",m3,kg,1000.0,added,e33f7707-3cff-455f-a692-40973da2d293
"lake water, moderate scarcity",m3,kg,1000.0,added,e3eba595-a906-4498-ae55-3032e263956c
"turbined water to lake, regionalized, GB",m3,kg,1000.0,added,e43c6585-e781-47c1-8dc5-0919dd13a09e
"lake water to turbine, regionalized, NG",m3,kg,1000.0,added,e457ff45-6f8a-4cfa-b5bc-bd6570776a69
"processed water to lake, regionalized, IS",m3,kg,1000.0,added,e4649f74-a074-41f9-aa78-11c201c7ad31
"turbined water to lake, regionalized, PK",m3,kg,1000.0,added,e465cf51-fedd-42df-a69b-e063cb6dda42
"lake water to turbine, regionalized, CH",m3,kg,1000.0,added,e469ad89-0f86-4d20-bf00-b4e92566de06
"turbined water to lake, regionalized, IT",m3,kg,1000.0,added,e4fc0d19-e44a-4d47-bdd3-05a18cb9ead8
"processed water to lake, regionalized, SI",m3,kg,1000.0,added,e59a9ffa-faba-4be0-8f34-c45e73f94842
"collected rainwater to river, regionalized, CN",m3,kg,1000.0,added,e59e6ac3-14f6-45e2-8d9d-26b62b116c0f
"collected rainwater to river, regionalized, CA",m3,kg,1000.0,added,e5fbf8a4-3729-4b6f-80b8-f5d7ec05d4e8
"fresh water, regionalized, IS",m3,kg,1000.0,added,e601964f-a924-433d-bf38-eb4c43e84bac
"collected rainwater to lake, regionalized, CO",m3,kg,1000.0,added,e6f08bbb-c11f-45f1-b235-94f73f54b6a6
"processed water to river, regionalized, FI",m3,kg,1000.0,added,e6f9a003-b297-4f1e-bc23-a8f625053b98
"turbined water to river, regionalized, NZ",m3,kg,1000.0,added,e791408f-83f7-4cbf-aaa4-41c4c44a6ac9
"turbined water to river, regionalized, BA",m3,kg,1000.0,added,e7aa89c4-cd5b-4238-a819-8267236db28b
"processed water to river, regionalized, IE",m3,kg,1000.0,added,e7b97e2f-5d53-48fa-a5b0-c7c0bf8c4a27
"cooling water to lake, regionalized, PH",m3,kg,1000.0,added,e7de2b49-70c9-4c2c-93da-39cd1c9ec9ca
"river water, regionalized, ID",m3,kg,1000.0,added,e800d2d2-4edc-474f-8e2f-14f371fca29a
"ground water, regionalized, IN",m3,kg,1000.0,added,e84006b0-90ac-4491-91f0-5ca4078fa43c
"processed water to river, regionalized, TH",m3,kg,1000.0,added,e8429f35-6c36-49c3-8c0f-5bc672e93a37
"fresh water, regionalized, PK",m3,kg,1000.0,added,e86625a1-8443-4b59-82b2-74073301adbd
Water,kg,m3,0.0010,added,e8d69262-2e79-4122-9da8-fd9328da8d6b
"collected rainwater to lake, regionalized, NZ",m3,kg,1000.0,added,e9086282-9c54-4ecc-a2dd-da6a80bb8fd3
"collected rainwater to river, regionalized, VN",m3,kg,1000.0,added,e90c34dd-aed9-4aa3-aa33-09004e8a5ddf
"lake water to turbine, regionalized, NL",m3,kg,1000.0,added,e93e5b51-0b3e-494a-bf5e-a02d421eb8bb
"cooling water to lake, regionalized, SK",m3,kg,1000.0,added,e96ff489-22f0-410c-a26f-3ca75085e286
"ground water, regionalized, MX",m3,kg,1000.0,added,e970b1fc-bd94-45ce-b114-af08270d3344
"processed water to river, regionalized, AR",m3,kg,1000.0,added,e9a1ce72-ac7c-42b9-afd3-59283ad81ddb
"fresh water, regionalized, LK",m3,kg,1000.0,added,e9d01a9a-96cb-4674-b4e4-bf84d03097b1
"processed water to groundwater, regionalized, UA",m3,kg,1000.0,added,ea3481de-8488-4f82-92ce-09f1b52e70fc
"ground water, regionalized, PH",m3,kg,1000.0,added,ea3fe3fb-9987-4235-b8f5-a659e52acec9
"cooling water to lake, regionalized, EE",m3,kg,1000.0,added,ea428861-7ff1-4a21-b145-edecfe05d4e8
"river water, regionalized, NL",m3,kg,1000.0,added,ea4f6e4b-57c6-4d39-a850-7c924352e631
"fresh water, regionalized, CN",m3,kg,1000.0,added,ea742b4b-7ff8-4dc7-b151-9a93b7634785
"processed water to lake, regionalized, CO",m3,kg,1000.0,added,ea7e0ecf-a549-4ed4-a3dd-ba55e51a8c79
"processed water to lake, regionalized, RS",m3,kg,1000.0,added,eaa0ce7e-46a9-4ac2-ae07-2a893dbab14a
"fresh water, regionalized, GB",m3,kg,1000.0,added,eadaf4a1-d4c5-4b20-9236-32a0fda4b1ed
"cooling water to river, regionalized, LV",m3,kg,1000.0,added,eaeaf87a-b33b-497a-9596-31e8327274e3
"lake water to turbine, regionalized, RO",m3,kg,1000.0,added,eb6ea608-5582-48f1-b6a2-a7620faa9b27
"collected rainwater to lake, regionalized, RO",m3,kg,1000.0,added,ec51110a-50dd-4c17-8642-6d906b258642
"ground water, regionalized, DK",m3,kg,1000.0,added,ecb255be-670c-4eed-baba-44b6247c4014
"lake water, regionalized, LV",m3,kg,1000.0,added,ecc91e4b-3cbb-4bcf-9576-9964e32c181a
"cooling water to lake, regionalized, RS",m3,kg,1000.0,added,ed1a0b9d-27e9-4685-a085-d0e63f052e0c
"cooling water to river, regionalized, SL",m3,kg,1000.0,added,ed3598c8-e1f6-4014-8b98-ff5c633edbfc
"collected rainwater to lake, regionalized, CZ",m3,kg,1000.0,added,eda8416f-a337-43a6-8eea-c2cdfd77acb3
"turbined water to river, regionalized, MK",m3,kg,1000.0,added,edb770bd-8a97-4133-a5c0-324419fc4984
"collected rainwater to river, regionalized, SG",m3,kg,1000.0,added,edc8eeaa-7cbe-4015-98c5-98cbbb1469cd
"turbined water to river, regionalized, PK",m3,kg,1000.0,added,ede63854-41a9-46a2-8b49-d1dec55769b9
"cooling water to river, regionalized, UZ",m3,kg,1000.0,added,ee285976-6645-4365-b7f4-e56f4871a7fd
"turbined water to lake, regionalized, ZA",m3,kg,1000.0,added,efb4e9d0-b2ce-40fa-b289-8c55d96681d2
"turbined water to lake, regionalized, DE",m3,kg,1000.0,added,effb1c64-0f7f-4d37-9ca4-127c08114325
"river water, regionalized, IN",m3,kg,1000.0,added,f03379a8-b387-4ab7-bf06-4b524226a2ec
"cooling water to river, regionalized, IN",m3,kg,1000.0,added,f0677ade-d691-4ca9-a4d0-49b52dc77106
"collected rainwater to lake, regionalized, AR",m3,kg,1000.0,added,f0b0b30d-8c40-4261-8164-25a45f0c67a7
"lake water to turbine, regionalized, PK",m3,kg,1000.0,added,f124bccd-9c63-4a33-9704-8bd3822e53c9
"turbined water to lake, regionalized, MK",m3,kg,1000.0,added,f19d046b-591b-4a37-97aa-d95503cf4111
"fresh water, regionalized, PL",m3,kg,1000.0,added,f293b020-c096-4178-bd6e-15975ac4ccbe
"lake water to turbine, regionalized, MY",m3,kg,1000.0,added,f2a14625-4f26-4328-bd66-ae903944b5ec
"processed water to groundwater, regionalized, FR",m3,kg,1000.0,added,f37bf3f3-c8ab-4652-8f1f-46ae39f80946
"river water to turbine, regionalized, MY",m3,kg,1000.0,added,f39c03f5-3f2b-4055-81c1-9e3f1293b917
"river water, regionalized, DK",m3,kg,1000.0,added,f3a446b8-baa0-42dd-b550-1a47a7035159
"ground water, regionalized, GB",m3,kg,1000.0,added,f3d58528-965f-49b8-aca3-8722e54d00fe
"turbined water to river, regionalized, RO",m3,kg,1000.0,added,f405b160-346f-4957-b749-ec46a8eefd58
"river water, regionalized, SL",m3,kg,1000.0,added,f4541505-2671-4d91-8da3-66bdc90f9dad
"lake water to turbine, regionalized, DK",m3,kg,1000.0,added,f4e122a6-c6eb-4637-bbc6-95ace0a19c45
ground water,kg,m3,0.0010,added,f62266ab-2385-45b1-beb6-cbdbafaeb00b
"processed water to river, regionalized, CA",m3,kg,1000.0,added,f65b17e9-bdbb-4f3e-9e7e-94e20db046a9
"cooling water to river, regionalized, LK",m3,kg,1000.0,added,f7490f3e-59b3-46f0-aac2-904a2c7c7bad
"collected rainwater to river, regionalized, KZ",m3,kg,1000.0,added,f798711b-6984-4a81-b872-31acea20580d
"turbined water to lake, regionalized, SL",m3,kg,1000.0,added,f79eb03a-91cf-455d-b73b-431d19a39e16
"ground water, regionalized, HU",m3,kg,1000.0,added,f7d3e462-a43e-4b74-880c-b8133fefa4b2
"lake water to turbine, regionalized, CN",m3,kg,1000.0,added,f7d86013-f4aa-4d56-aac7-03c4a01c5152
"collected rainwater to lake, regionalized, CL",m3,kg,1000.0,added,f7f304bc-b71f-4bfc-9d61-33c50a571029
"collected rainwater to lake, regionalized, MK",m3,kg,1000.0,added,f7f65f1d-0d40-48bb-a04e-fe4954d469dc
