Flowable,CASNo,Formula,Synonyms,Unit,Class,ExternalReference,Preferred,Context,FlowUUID,AltUnit,,Second CAS
"Astatine, in ground",007440-68-8,At,,kg,geological,,1,natural resource/in ground,e58cbe2f-15da-5fbe-8899-d632e3cbdfe9,,,
Asulam,003337-71-1,,methyl 4-aminophenylsulfonylcarbamate,kg,chemical,,,soil/agricultural,042de84f-261d-4e29-bb7d-f43601cc2c7d,,,3337-71-1
Atrazine,001912-24-9,C8H14ClN5,,kg,chemical,,,air/non-urban air or from high stacks,c63b5ff6-0ca1-44a0-92ba-f634fb8373ad,,,1912-24-9
Atrazine,001912-24-9,,,kg,chemical,,,soil/agricultural,efd3798a-ff6b-46ef-b408-0e74d80548cc,,,1912-24-9
Atrazine,001912-24-9,,,kg,chemical,,,water/ground-,e04d6f3d-1cb2-4ab1-aef9-fd0221028fe2,,,1912-24-9
Atrazine,001912-24-9,,,kg,chemical,,,water/surface water,fed759dd-dac7-4d8a-abd1-886fd858b654,,,1912-24-9
Azaconazol,060207-31-0,,,kg,chemical,,,soil/agricultural,0f74b213-664e-5da8-b700-bf2c01a9c57a,,,60207-31-0
Azadirachtin,011141-17-6,,,kg,chemical,,,soil/agricultural,49cf6a32-97db-5cf4-b1d6-47ea6fd1e4c8,,,
Azinphos-methyl,000086-50-0,,GUTHION (AZINPHOS-METHYL),kg,chemical,,,soil/agricultural,c10f1360-e1dc-44fa-8c2d-00bdd8524724,,,86-50-0
Aziprotryne,004658-28-0,,,kg,chemical,,,soil/agricultural,3f3d97d7-6ecb-5b48-8bb1-2bada023950e,,,4658-28-0
Azoxystrobin,131860-33-8,C22H17N3O5,,kg,chemical,,,air/non-urban air or from high stacks,0b5b83a4-ef85-4db6-a739-79f8e00d5dac,,,131860-33-8
Azoxystrobin,131860-33-8,,methyl (E)-2-{2-[6-(2-cyanophenoxy)pyrimidin-4-yloxy]phenyl}-3-methoxyacrylate,kg,chemical,,,soil/agricultural,e69b028e-e549-4869-ae4a-b85ef8bcb7a9,,,131860-33-8
Barite,007727-43-7,,,kg,chemical,,,water/ground-,9c8ad71b-7d45-46f9-85eb-ae0fcb0eeeab,,,8054-35-1; 13462-86-7; 7727-43-7
Barite,007727-43-7,,,kg,chemical,,,"water/ground-, long-term",c975a4d6-eb2f-4607-9ddd-27577a37e3ba,,,8054-35-1; 13462-86-7; 7727-43-7
Barite,007727-43-7,,,kg,chemical,,,water/ocean,60ea7a31-8f27-46af-bfe5-66417f00088b,,,8054-35-1; 13462-86-7; 7727-43-7
Barite,007727-43-7,,,kg,chemical,,,water/surface water,e54cd899-0a5e-46b6-a43d-d555ac0af682,,,8054-35-1; 13462-86-7; 7727-43-7
Barite,007727-43-7,,,kg,chemical,,,water/unspecified,17a7db69-d874-4ecd-af5d-48c98def445f,,,8054-35-1; 13462-86-7; 7727-43-7
"Barite, 15% in crude ore, in ground",007727-43-7,,,kg,geological,,0,natural resource/in ground,c13beafb-2aed-4a52-b09a-78d28913b6ce,,,
Barium,007440-39-3,,,kg,chemical,,,"air/low population density, long-term",cd5898ca-96ad-4038-b7ac-edf544d2800a,,,7440-39-3
Barium,007440-39-3,,,kg,chemical,,,air/lower stratosphere + upper troposphere,98267bbc-0591-4eb8-8581-2231208c548d,,,7440-39-3
Barium,007440-39-3,,,kg,chemical,,,air/non-urban air or from high stacks,24cf82f8-c517-4fef-8f93-17519adb855e,,,7440-39-3
Barium,007440-39-3,,,kg,chemical,,,air/unspecified,7e246e3a-5cff-43fc-a8e6-02d191424559,,,7440-39-3
Barium,007440-39-3,,,kg,chemical,,,air/urban air close to ground,5ffb3576-740f-41ba-814f-8538d83a4b3b,,,7440-39-3
Barium,007440-39-3,,,kg,chemical,,,soil/agricultural,f8199e39-7354-44ad-92d8-6a2cc3bac24e,,,7440-39-3
Barium,007440-39-3,,,kg,chemical,,,soil/forestry,c792edbf-a11f-459d-9d92-15ad0c2f0c3c,,,7440-39-3
Barium,007440-39-3,,,kg,chemical,,,soil/industrial,5719929a-8c5b-48cc-a039-b11a9f380467,,,7440-39-3
Barium,007440-39-3,,,kg,chemical,,,soil/unspecified,99cd88f6-16b7-4b28-895c-2f42101f634b,,,7440-39-3
Barium,007440-39-3,,,kg,chemical,,,water/ground-,d68f41b3-6887-49a8-8efa-96812f8ec9f6,,,7440-39-3
Barium,007440-39-3,,,kg,chemical,,,"water/ground-, long-term",3184c902-c587-4fd7-bd89-769d3cf30072,,,7440-39-3
Barium,007440-39-3,,,kg,chemical,,,water/ocean,95ad40ec-c34b-49fc-a7dc-0e13172ac105,,,7440-39-3
Barium,007440-39-3,,,kg,chemical,,,water/surface water,2c872773-0a29-4831-93b9-d49b116fa7d5,,,7440-39-3
Barium,007440-39-3,,,kg,chemical,,,water/unspecified,0e1c17ae-8144-4714-a7cd-786a5480f423,,,7440-39-3
Barium sulfide,021109-95-5,BaS,,kg,chemical,,,water/unspecified,2bf2965d-d5ce-5e65-ad9d-b0b636c70b20,,,50864-67-0; 8011-62-9
"Barium, in ground",007440-39-3,Ba,,kg,geological,,1,natural resource/in ground,240177d8-6f3b-43f5-8d1e-0c18114dfa02,,,
Barium-140,014798-08-4,,,kBq,chemical,,,"air/low population density, long-term",cb7d14ab-f2f3-4dff-83a6-8803f7018301,,,14798-08-4
Barium-140,014798-08-4,,,kBq,chemical,,,air/lower stratosphere + upper troposphere,e00fd1b8-6eb9-43c2-b6b1-2f6a7d37f981,,,14798-08-4
Barium-140,014798-08-4,Ba,,kBq,chemical,,,air/non-urban air or from high stacks,3f206533-f017-4d74-8a2d-e563af85d417,,,14798-08-4
Barium-140,014798-08-4,,,kBq,chemical,,,air/unspecified,634463b6-08b4-487a-b0af-4e19fbe8bca2,,,14798-08-4
Barium-140,014798-08-4,Ba,,kBq,chemical,,,air/urban air close to ground,971a80fe-44e3-4b15-8d17-412c1e55acb6,,,14798-08-4
Barium-140,014798-08-4,,,kBq,chemical,,,water/ground-,18c5396a-1034-4226-a6f3-04c9963f8595,,,14798-08-4
Barium-140,014798-08-4,,,kBq,chemical,,,"water/ground-, long-term",eeb6beba-20d3-4edc-b356-be730db4aadb,,,14798-08-4
Barium-140,014798-08-4,,,kBq,chemical,,,water/ocean,9126f418-0dec-4f1d-ac58-573cfa544ed0,,,14798-08-4
Barium-140,014798-08-4,Ba,,kBq,chemical,,,water/surface water,08439a5d-5036-4e9f-89df-08239a6dbc33,,,14798-08-4
Barium-140,014798-08-4,,,kBq,chemical,,,water/unspecified,36c37c87-0dbf-4e30-83e9-288825e113b2,,,14798-08-4
"Basalt, in ground",012765-06-9,CaMgO6Si2,,kg,geological,,1,natural resource/in ground,ac3a8914-35f0-4c34-a956-f26b3a053e4a,,,
Benalaxyl,071626-11-4,,,kg,chemical,,,soil/agricultural,fb4c5bda-c9ea-5b77-b296-406722e35441,,,71626-11-4
Benazolin,003813-05-6,,4-chloro-2-oxobenzothiazolin-3-ylacetic acid,kg,chemical,,,soil/agricultural,e4369d6b-1c65-455b-bce2-8b74636a3c80,,,3813-05-6
Benfluralin,001861-40-1,C13H16F3N3O4,Benthrodine,kg,chemical,,,soil/agricultural,3301e59e-2f7b-46bd-b185-32ef8caac4ea,,,1861-40-1
Benomyl,017804-35-2,,methyl 1-(butylcarbamoyl)benzimidazol-2-ylcarbamate,kg,chemical,,,soil/agricultural,a25e7873-b0fd-46eb-81da-e49d84c2ac25,,,17804-35-2
Benoxacor,098730-04-2,,,kg,chemical,,,soil/agricultural,886726f4-d8bc-566b-96dd-c02ccdd235dd,,,98730-04-2
Bensulfuron methyl ester,083055-99-6,,Bensulfuron Me,kg,chemical,,,soil/agricultural,31b12a79-5555-4eb6-8cae-4b13b53ef8af,,,83055-99-6
Bensultap,017606-31-4,,,kg,chemical,,,soil/agricultural,a36b1dd0-2fd3-5365-8c8a-f689d540c83f,,,17606-31-4
Bentazone,025057-89-0,C10H12N2O3S,,kg,chemical,,,air/non-urban air or from high stacks,29bb09a9-cfef-419e-8322-88e2f6bc0558,,,25057-89-0
Bentazone,025057-89-0,,"3-isopropyl-1H-2,1,3-benzothiadiazin-4(3H)-one 2,2-dioxide",kg,chemical,,,soil/agricultural,237ea455-6c82-4254-af86-9409df922094,,,25057-89-0
Bentazone,025057-89-0,,,kg,chemical,,,water/ground-,029af65d-7b19-4189-9c92-81fc03909665,,,25057-89-0
Bentazone,025057-89-0,,,kg,chemical,,,water/surface water,9288c80d-c5b0-485d-9b12-1f4122363db4,,,25057-89-0
Benthiavalicarb,413615-35-7,,,kg,chemical,,,soil/agricultural,40018f22-3bae-5e4e-a987-41b1a85ee1eb,,,413615-35-7
Benthiavalicarb-isopropyl,177406-68-7,,,kg,chemical,,,soil/agricultural,e49a8d07-023a-543e-aa22-424643e01a24,,,177406-68-7
Benz(a)anthracene,000056-55-3,,,kg,chemical,,,air/unspecified,4db9bb53-4bdd-4f32-a6a8-521f58c5825c,,,56-55-3
Benz(a)anthracene,000056-55-3,C18H12,Tetraphene,kg,chemical,,,water/surface water,ad3f2ad1-7386-4725-9b33-57392b5c22ac,,,56-55-3
Benzal chloride,000098-87-3,,,kg,chemical,,,"air/low population density, long-term",42d936bf-348c-47f9-8812-fdea739d9060,,,98-87-3
Benzal chloride,000098-87-3,,,kg,chemical,,,air/lower stratosphere + upper troposphere,525f6850-5f34-447c-9132-cde666d12b52,,,98-87-3
Benzal chloride,000098-87-3,,,kg,chemical,,,air/non-urban air or from high stacks,1b4810ed-4537-4cca-83ef-5af8a04668a7,,,98-87-3
Benzal chloride,000098-87-3,,,kg,chemical,,,air/unspecified,a65f4744-f555-44cb-8534-aa5adc72d7a7,,,98-87-3
Benzal chloride,000098-87-3,,,kg,chemical,,,air/urban air close to ground,36b918a7-5b52-4853-812a-1f49c2366d89,,,98-87-3
Benzal chloride,000098-87-3,,,kg,chemical,,,water/ground-,529aa6a5-092a-4b55-8e09-c56393808b5c,,,98-87-3
Benzal chloride,000098-87-3,,,kg,chemical,,,"water/ground-, long-term",174d35ab-9974-4e6c-bbaf-180f4ccc36bf,,,98-87-3
Benzal chloride,000098-87-3,,,kg,chemical,,,water/ocean,324c68b1-5c09-4080-bb88-dd8b6c0f796d,,,98-87-3
Benzal chloride,000098-87-3,,,kg,chemical,,,water/surface water,8205df0a-7e09-4b14-9391-1b149368fcf5,,,98-87-3
Benzal chloride,000098-87-3,,,kg,chemical,,,water/unspecified,cb29369f-6e3a-42b2-868c-1da562585995,,,98-87-3
Benzaldehyde,000100-52-7,,,kg,chemical,,,"air/low population density, long-term",a61637db-d0a5-40c3-8969-e0b03509b667,,,55279-75-9; 100-52-7; 10383-90-1; 100-52-7
Benzaldehyde,000100-52-7,,,kg,chemical,,,air/lower stratosphere + upper troposphere,4c08620f-1001-43b2-a42c-e02163ac41a3,,,55279-75-9; 100-52-7; 10383-90-1; 100-52-7
Benzaldehyde,000100-52-7,,,kg,chemical,,,air/non-urban air or from high stacks,2813518d-c4a8-4a8d-9542-f1882ec27c1c,,,55279-75-9; 100-52-7; 10383-90-1; 100-52-7
Benzaldehyde,000100-52-7,,,kg,chemical,,,air/unspecified,10d26189-a688-4859-8aa9-525e058a07f0,,,55279-75-9; 100-52-7; 10383-90-1; 100-52-7
Benzaldehyde,000100-52-7,,,kg,chemical,,,air/urban air close to ground,fe65f7e4-ee5b-4a6f-9d60-6c2f829dca3f,,,55279-75-9; 100-52-7; 10383-90-1; 100-52-7
Benzaldehyde,000100-52-7,,,kg,chemical,,,water/unspecified,9c8a834a-23d4-54e6-9ecf-2855d468f208,,,55279-75-9; 100-52-7; 10383-90-1; 100-52-7
Benzene,000071-43-2,,,kg,chemical,,,"air/low population density, long-term",8476d82a-4a17-4c08-8339-efd46c6518e7,,,71-43-2
Benzene,000071-43-2,,,kg,chemical,,,air/lower stratosphere + upper troposphere,eb15dd66-43ee-4161-ac90-2cd6d19ca72d,,,71-43-2
Benzene,000071-43-2,,,kg,chemical,,,air/non-urban air or from high stacks,5e883a00-04e6-4d96-8dce-12d7117c6635,,,71-43-2
Benzene,000071-43-2,,,kg,chemical,,,air/unspecified,28999907-a8a7-45b3-857e-836495ca2aa0,,,71-43-2
Benzene,000071-43-2,,,kg,chemical,,,air/urban air close to ground,1bb6a502-3ff9-4a79-835c-5588b855f1f5,,,71-43-2
Benzene,000071-43-2,,,kg,chemical,,,water/ground-,bbd89c3f-b232-49aa-8ce7-45758afe4479,,,71-43-2
Benzene,000071-43-2,,,kg,chemical,,,"water/ground-, long-term",b2d24aee-5630-424a-be81-5b17b8db395a,,,71-43-2
Benzene,000071-43-2,,,kg,chemical,,,water/ocean,19108dfd-9b70-4fca-bac5-d523f8b5d3c0,,,71-43-2
Benzene,000071-43-2,,,kg,chemical,,,water/surface water,a1891db2-db98-45fc-ae0e-b3d3c17850c5,,,71-43-2
Benzene,000071-43-2,,,kg,chemical,,,water/unspecified,31ba993d-f8aa-44c0-bae1-b6c2081144f6,,,71-43-2
"Benzene, chloro-",000108-90-7,,,kg,chemical,,,water/ground-,fb413172-7a53-458d-8bda-3a68d75f3421,,,59164-11-3; 108-90-7; 68411-45-0; 59164-10-2; 13122-34-4; 108-90-7
"Benzene, chloro-",000108-90-7,,,kg,chemical,,,"water/ground-, long-term",3e757249-9471-4e91-94e1-27346cbc7b82,,,59164-11-3; 108-90-7; 68411-45-0; 59164-10-2; 13122-34-4; 108-90-7
"Benzene, chloro-",000108-90-7,,,kg,chemical,,,water/ocean,57f4185b-38de-46af-a759-9333e0ba29c5,,,59164-11-3; 108-90-7; 68411-45-0; 59164-10-2; 13122-34-4; 108-90-7
"Benzene, chloro-",000108-90-7,,,kg,chemical,,,water/surface water,e38eb567-b080-4f80-894c-f6984eec5119,,,59164-11-3; 108-90-7; 68411-45-0; 59164-10-2; 13122-34-4; 108-90-7
"Benzene, chloro-",000108-90-7,,,kg,chemical,,,water/unspecified,7f886a09-50b2-49c1-8fdf-d330c90556a1,,,59164-11-3; 108-90-7; 68411-45-0; 59164-10-2; 13122-34-4; 108-90-7
"Benzene, dichloro",000095-50-1,,,kg,chemical,,,"air/low population density, long-term",584ffb1c-036d-417b-a9d1-1ec694dc2cdc,,,
"Benzene, dichloro",000095-50-1,,,kg,chemical,,,air/lower stratosphere + upper troposphere,77db8bd1-5a69-465c-b51f-7b27fbb574a5,,,
"Benzene, dichloro",000095-50-1,,,kg,chemical,,,air/non-urban air or from high stacks,06a42317-47bd-481d-b5ce-e091843497c6,,,
"Benzene, dichloro",000095-50-1,,,kg,chemical,,,air/unspecified,b1c36287-329c-49f0-93c2-68246d34007c,,,
"Benzene, dichloro",000095-50-1,,,kg,chemical,,,air/urban air close to ground,9645e02f-855a-4b9f-8baf-f34a08fa80c4,,,
"Benzene, ethyl-",000100-41-4,,Ethylbenzol,kg,chemical,,,"air/low population density, long-term",e4ef0139-8f7a-4541-a2fb-8316558eb296,,,100-41-4
"Benzene, ethyl-",000100-41-4,,Ethylbenzol,kg,chemical,,,air/lower stratosphere + upper troposphere,9b60f739-1e89-4e4f-a786-a8086058e656,,,100-41-4
"Benzene, ethyl-",000100-41-4,,,kg,chemical,,,air/non-urban air or from high stacks,e0e605c8-370b-4b5a-b6d4-2e7a5a1a6709,,,100-41-4
"Benzene, ethyl-",000100-41-4,,,kg,chemical,,,air/unspecified,88ef28f1-cfd5-44a0-ac34-01acf2db84a0,,,100-41-4
"Benzene, ethyl-",000100-41-4,,,kg,chemical,,,air/urban air close to ground,7c09916a-b6b5-47f5-bdf6-30d2511beb82,,,100-41-4
"Benzene, ethyl-",000100-41-4,,,kg,chemical,,,water/ground-,1f455f6d-473e-4a50-af39-26dde8cd6479,,,100-41-4
"Benzene, ethyl-",000100-41-4,,,kg,chemical,,,"water/ground-, long-term",4c94ff32-5e02-45c1-8bb0-bfd82bfa078f,,,100-41-4
"Benzene, ethyl-",000100-41-4,,,kg,chemical,,,water/ocean,a5634f8a-d2f3-4e9a-8ee5-6f11234b9b1e,,,100-41-4
"Benzene, ethyl-",000100-41-4,,,kg,chemical,,,water/surface water,4abbbc48-a8d0-4c3a-9dea-4e67f1505230,,,100-41-4
"Benzene, ethyl-",000100-41-4,,,kg,chemical,,,water/unspecified,3dd549fd-825c-4ceb-a5f9-2988d322dc5d,,,100-41-4
"Benzene, hexachloro-",000118-74-1,,HCB,kg,chemical,,,"air/low population density, long-term",964acc40-2da6-45f1-938b-da109b81d27f,,,118-74-1
"Benzene, hexachloro-",000118-74-1,,HCB,kg,chemical,,,air/lower stratosphere + upper troposphere,fcd292e0-69dd-4093-9cd4-ff2e0b8c9b69,,,118-74-1
"Benzene, hexachloro-",000118-74-1,,Hexachlorbenzol,kg,chemical,,,air/non-urban air or from high stacks,a028cff8-e405-4d44-8322-f46e9e51bcdc,,,118-74-1
"Benzene, hexachloro-",000118-74-1,,HCB,kg,chemical,,,air/unspecified,04f42988-6207-4d09-a91f-155be8d27eb0,,,118-74-1
"Benzene, hexachloro-",000118-74-1,,,kg,chemical,,,air/urban air close to ground,1af44724-172c-462b-b277-bb4b2fd32c33,,,118-74-1
"Benzene, hexachloro-",000118-74-1,,,kg,chemical,,,water/unspecified,373c3829-2b94-5cf4-8104-1cf516c20361,,,118-74-1
"Benzene, pentachloro-",000608-93-5,,Pentachlorbenzol,kg,chemical,,,"air/low population density, long-term",2dfff11a-db89-40be-a64c-83db726cc1be,,,608-93-5
"Benzene, pentachloro-",000608-93-5,,Pentachlorbenzol,kg,chemical,,,air/lower stratosphere + upper troposphere,0cc9c42e-7ebf-4f34-b90f-cc3f6b5aa9a6,,,608-93-5
"Benzene, pentachloro-",000608-93-5,,Pentachlorbenzol,kg,chemical,,,air/non-urban air or from high stacks,7aba10bb-f9e0-4537-a3df-00bd5216e31a,,,608-93-5
"Benzene, pentachloro-",000608-93-5,,Pentachlorbenzol,kg,chemical,,,air/unspecified,6a9ef0ac-2a82-492b-90f7-7f8d09995bbc,,,608-93-5
"Benzene, pentachloro-",000608-93-5,,Pentachlorbenzol,kg,chemical,,,air/urban air close to ground,c75dd699-08a5-4215-acf5-e618995e768f,,,608-93-5
"Benzene, pentachloro-",000608-93-5,,,kg,chemical,,,water/unspecified,b61b560b-4fbb-51f8-a9f9-8c05de27115f,,,608-93-5
Benzo(a)pyrene,000050-32-8,,BaP,kg,chemical,,,"air/low population density, long-term",32d98afc-e42b-46f6-b53e-9c949875ab20,,,42299-33-2; 34505-58-3; 50-32-8; 6699-27-0; 50-32-8
Benzo(a)pyrene,000050-32-8,,BaP,kg,chemical,,,air/lower stratosphere + upper troposphere,4e054ec3-6e16-4544-8ef8-69b22414adf6,,,42299-33-2; 34505-58-3; 50-32-8; 6699-27-0; 50-32-8
Benzo(a)pyrene,000050-32-8,,,kg,chemical,,,air/non-urban air or from high stacks,81c4ba39-8a3f-4a43-97b4-401605bbebf5,,,42299-33-2; 34505-58-3; 50-32-8; 6699-27-0; 50-32-8
Benzo(a)pyrene,000050-32-8,,,kg,chemical,,,air/unspecified,5e13c2ab-5466-4ff5-816d-702dfdf25f76,,,42299-33-2; 34505-58-3; 50-32-8; 6699-27-0; 50-32-8
Benzo(a)pyrene,000050-32-8,,,kg,chemical,,,air/urban air close to ground,2cbb504a-ce2f-40e9-9d38-e130e95a1242,,,42299-33-2; 34505-58-3; 50-32-8; 6699-27-0; 50-32-8
Benzo(a)pyrene,000050-32-8,C20H12,,kg,chemical,,,water/surface water,5debbf40-9fc7-4115-b276-9dcae25f4cdd,,,42299-33-2; 34505-58-3; 50-32-8; 6699-27-0; 50-32-8
Benzo(a)pyrene,000050-32-8,,,kg,chemical,,,water/unspecified,d02904aa-dc1a-43f2-86ce-b41aa9cab47c,,,42299-33-2; 34505-58-3; 50-32-8; 6699-27-0; 50-32-8
Benzo(b)fluoranthene,000205-99-2,,,kg,chemical,,,air/unspecified,35357464-0d86-4bbd-940f-7d0dd8e5df57,,,1397206-82-4; 205-99-2; 205-99-2
Benzo(b)fluoranthene,000205-99-2,C20H12,,kg,chemical,,,water/surface water,10df31ce-d6ad-42b6-8fb2-9dfdb588e9ec,,,1397206-82-4; 205-99-2; 205-99-2
Benzo(b)fluoranthene,000205-99-2,C20H12,,kg,chemical,,,water/unspecified,e36fb756-d9a7-4b07-a6cb-a1d204b4c350,,,1397206-82-4; 205-99-2; 205-99-2
Benzo(ghi)perylene,000191-24-2,,,kg,chemical,,,air/unspecified,0605e241-ce98-4c10-8c61-d0a1775cdcb0,,,191-24-2
Benzo(ghi)perylene,000191-24-2,C22H12,,kg,chemical,,,water/surface water,0017ce28-9f7a-404b-ad55-d3f43ad13cae,,,191-24-2
Benzo(k)fluoranthene,000207-08-9,,,kg,chemical,,,air/unspecified,cc5f1637-8aa5-442f-a8c6-43c8739944a0,,,207-08-9
Benzo(k)fluoranthene,000207-08-9,C20H12,,kg,chemical,,,water/ground-,6d69a034-5e39-4181-a1e8-00932c086908,,,207-08-9
Benzo(k)fluoranthene,000207-08-9,C20H12,,kg,chemical,,,"water/ground-, long-term",e0d8e366-5778-4dc2-aefd-2eb2e40f4066,,,207-08-9
Benzo(k)fluoranthene,000207-08-9,C20H12,,kg,chemical,,,water/ocean,a2bdcca0-8d6b-4dd3-af0e-df1e2bc99107,,,207-08-9
Benzo(k)fluoranthene,000207-08-9,C20H12,,kg,chemical,,,water/surface water,cf2cfb56-f662-45cc-b124-3917573c37c0,,,207-08-9
Benzo(k)fluoranthene,000207-08-9,C20H12,,kg,chemical,,,water/unspecified,785e9314-ccf6-4229-98c5-37881d624fc9,,,207-08-9
Benzoic acid,000065-85-0,,,kg,chemical,,,soil/agricultural,0ae80e4e-2e46-5292-a0d7-7526bebc603b,,,4551-62-6; 65-85-0; 65-85-0
Benzoximate,029104-30-1,,,kg,chemical,,,soil/agricultural,3b2e0d21-710b-5ce9-aeaa-07466f781ee8,,,29356-13-6
Benzthiazuron,001929-88-0,,,kg,chemical,,,soil/agricultural,98b2ed3c-a7e3-5e67-93e4-44c1a77c587c,,,1929-88-0
Benzyl alcohol,000100-51-6,,,kg,chemical,,,water/ground-,b7d33401-f34b-4571-a10d-82f7b38b32ea,,,201740-95-6; 100-51-6; 66072-40-0; 100-51-6
Benzyl alcohol,000100-51-6,,,kg,chemical,,,"water/ground-, long-term",f1f38546-77eb-41ae-8810-bfcf66aa6a18,,,201740-95-6; 100-51-6; 66072-40-0; 100-51-6
Benzyl alcohol,000100-51-6,,,kg,chemical,,,water/ocean,7c73768b-438b-4374-a4c1-486d35b4cb76,,,201740-95-6; 100-51-6; 66072-40-0; 100-51-6
Benzyl alcohol,000100-51-6,,,kg,chemical,,,water/surface water,096bf756-c3fa-4470-9059-ac1b059081e0,,,201740-95-6; 100-51-6; 66072-40-0; 100-51-6
Benzyl alcohol,000100-51-6,,,kg,chemical,,,water/unspecified,5934e254-ca2a-4cd8-92fa-3c9bbf1779ec,,,201740-95-6; 100-51-6; 66072-40-0; 100-51-6
Beryllium,007440-41-7,,,kg,chemical,,,"air/low population density, long-term",5457df7d-0461-407c-9f09-0338dbff77ef,,,7440-41-7
Beryllium,007440-41-7,,,kg,chemical,,,air/lower stratosphere + upper troposphere,a2b3bbb7-53ec-44e5-a184-9689f356235b,,,7440-41-7
Beryllium,007440-41-7,,,kg,chemical,,,air/non-urban air or from high stacks,5d4b497b-d265-42d1-a41a-113785a6d694,,,7440-41-7
Beryllium,007440-41-7,,,kg,chemical,,,air/unspecified,20557d93-2b1c-49b5-b6c0-3528a8bbc307,,,7440-41-7
Beryllium,007440-41-7,,,kg,chemical,,,air/urban air close to ground,19e97bd6-d0ae-4208-bd77-d58e5d46d827,,,7440-41-7
Beryllium,007440-41-7,,,kg,chemical,,,soil/agricultural,162b7095-c497-4b3c-a290-01ebe4bc9a08,,,7440-41-7
Beryllium,007440-41-7,,,kg,chemical,,,soil/forestry,85c40d9a-cbf0-44f0-a9a2-5b1edee4055a,,,7440-41-7
Beryllium,007440-41-7,,,kg,chemical,,,soil/industrial,b0758e8e-691c-4c96-8a90-4784c47cd962,,,7440-41-7
Beryllium,007440-41-7,,,kg,chemical,,,soil/unspecified,dbf49708-ee0c-44f2-8662-5edd89ad472b,,,7440-41-7
Beryllium,007440-41-7,,,kg,chemical,,,water/ground-,fa89c354-2263-4ed2-ac56-99946be5c665,,,7440-41-7
Beryllium,007440-41-7,,,kg,chemical,,,"water/ground-, long-term",24e0a9cb-a789-46e2-a25c-0278a90d67e5,,,7440-41-7
Beryllium,007440-41-7,,,kg,chemical,,,water/ocean,7672267f-4541-4c9a-9ca0-ec2f41b95cbc,,,7440-41-7
Beryllium,007440-41-7,,,kg,chemical,,,water/surface water,276e755c-ed57-466a-b555-4658c791f385,,,7440-41-7
Beryllium,007440-41-7,,,kg,chemical,,,water/unspecified,8d0ca1a5-6a40-4eda-861a-a0fccdc81b19,,,7440-41-7
"Beryllium, in ground",007440-41-7,Be,,kg,geological,,1,natural resource/in ground,68f7bc03-0665-55a1-bd99-96530eab30e2,,,
Beta-cypermethrin,052315-07-8,C22H19Cl2NO3,,kg,chemical,,,soil/agricultural,6098e65f-3e52-5672-89b4-519dd8987d19,,,211504-94-8; 71697-59-1; 1224510-29-5; 72204-44-5; 67375-30-8; 65731-84-2; 97955-44-7; 71697-59-1; 67375-30-8; 66290-20-8; 66841-24-5; 82523-65-7; 137497-61-1; 97955-44-7; 72204-44-5; 71697-59-1; 52315-07-8; 65731-84-2; 86753-92-6; 67375-30-8; 52315-07-8
"Bicarbonate, ion",000071-52-3,,,kg,chemical,,,water/unspecified,26e10723-d896-54ec-ab5b-5a4804d2f9ba,,,
Bifenox,042576-02-3,,"methyl 5-(2,4-dichlorophenoxy)-2-nitrobenzoate",kg,chemical,,,soil/agricultural,db0bac33-49e5-4888-89bd-15f4bfe11e51,,,42576-02-3
Bifenthrin,082657-04-3,,PSM,kg,chemical,,,soil/agricultural,f2efe6b2-21ae-4ed0-aacf-2a6d41d8e801,,,82657-04-3
"Bismuth, in ground",007440-69-9,Bi,,kg,geological,,1,natural resource/in ground,0124b342-4bdd-5cbf-ba2a-dce8a259755c,,,
Bisphenol A,000080-05-7,,,kg,chemical,,,water/unspecified,0bb38d46-04e7-52f2-99de-5861a8220a49,,,27100-33-0; 102438-62-0; 80-05-7; 80-05-7
Bitertanol,055179-31-2,,Baycor,kg,chemical,,,soil/agricultural,a74f6771-955e-4343-b796-4775067d51f5,,,55179-31-2
"BOD5, Biological Oxygen Demand",,,,kg,other,,,water/ground-,57c27ba7-a61a-4932-8cd5-095c88ff0245,,,
"BOD5, Biological Oxygen Demand",,,,kg,other,,,"water/ground-, long-term",aedea697-930a-4a0e-9e4f-b9c369aa9a33,,,
"BOD5, Biological Oxygen Demand",,,,kg,other,,,water/ocean,f012d2d5-ebb4-4531-8285-0b98af3dcbd4,,,
"BOD5, Biological Oxygen Demand",,,,kg,other,,,water/surface water,70d467b6-115e-43c5-add2-441de9411348,,,
"BOD5, Biological Oxygen Demand",,,,kg,other,,,water/unspecified,91955aba-6ebc-4413-9342-f0298860b4aa,,,
Borate,011129-12-7,BO3-3,borate ion,kg,chemical,,,water/ground-,cb7e3e15-ab58-4ef4-8cd0-361511d3b5fe,,,14213-97-9; 11129-12-7
Borate,011129-12-7,BO3-3,borate ion,kg,chemical,,,"water/ground-, long-term",75b31763-0b3b-449f-84b8-12c6ada70903,,,14213-97-9; 11129-12-7
Borate,011129-12-7,BO3-3,borate ion,kg,chemical,,,water/ocean,2ce73c7e-01b7-4fc0-a995-0e3785d5277d,,,14213-97-9; 11129-12-7
Borate,011129-12-7,BO3-3,borate ion,kg,chemical,,,water/surface water,0a11b30c-b502-414a-8b73-31375233cc17,,,14213-97-9; 11129-12-7
